Ksband logP
-25.0375	-1.2185219616014007
-24.7125	-1.0748191695127585
-24.3875	-1.1354488296087772
-24.0625	-0.7072108790741638
-23.737499999999997	-0.9353286470247455
-23.4125	-0.9520603507528028
-23.0875	-1.0493489770016604
-22.7625	-1.1109294158305845
-22.4375	-1.288748322371562
-22.112499999999997	-1.3598672067640816
-21.7875	-1.5384832823248278
-21.4625	-1.706752362646908
-21.137499999999996	-1.8030169923301407
-20.8125	-1.9272810824045397
-20.487499999999997	-2.2244177150418065
-20.1625	-2.4410503286417744
-19.8375	-2.590721858996268
-19.512499999999996	-2.5852277327538604
-19.1875	-2.6272871831481477
-18.862499999999997	-2.9342545948400436
-18.5375	-3.069523078124097
-18.2125	-3.221358830007715
-17.887499999999996	-3.360376925786189
-17.5625	-4.212244998944813
